url,title,price,old_price,description,image_url,Состав,Артикул,Цвет,Код,Степень облегания,Уникальные свойства,Температурный режим,Силуэт,гендер,Параметры,embed_text,doc_text_rag
https://kanzler-style.ru/product/shorty-r269731/,Шорты пижамные из шелка Mulberry,3 990,6 990,"Шорты из премиального натурального шелка Mulberry — воплощение изысканности и комфорта. Один из самых ценных сортов шелка, воздухопроницаемый и гипоаллергенный, дарит невероятное ощущение легкости и нежности, слегка охлаждая кожу. Эластичный пояс гарантирует идеальную посадку по фигуре, а свободный крой и разрезы по бокам обеспечивают максимальный комфорт. Легкий благородный блеск и невероятно мягкая текстура шелка создают ощущение роскоши в любом домашнем образе. Модель можно дополнить топом из такого же материала.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/d85/1063_1598_2/49h2p0he367atjnmjicky9r4v26bxlqj.JPG,100% шелк,5S-H5WWT-2312-07,Черный,269731.0,Полуприлегающая,,,,мужской,,"Название: Шорты пижамные из шелка Mulberry. Описание: Шорты Mulberry из натурального шелка. Цвет: не указан. Материал: шелк Mulberry, воздухопроницаемый, гипоаллергенный, с легким блеском и мягкой текстурой. Крой: свободный, с эластичным поясом, боковыми разрезами. Длина: стандартная. Дополнительные детали: отсутствуют. Модель: рост 175 см, параметры 88-65-92, размер S.. Атрибуты: состав: 100% шелк; цвет: Черный; степень облегания: Полуприлегающая; гендер: мужской.","Шорты Mulberry из натурального шелка. Цвет: не указан. Материал: шелк Mulberry, воздухопроницаемый, гипоаллергенный, с легким блеском и мягкой текстурой. Крой: свободный, с эластичным поясом, боковыми разрезами. Длина: стандартная. Дополнительные детали: отсутствуют. Модель: рост 175 см, параметры 88-65-92, размер S."
https://kanzler-style.ru/product/top-r269776/,Топ трикотажный,4 990,6 990,"Белоснежный топ из 100% вискозы – воплощение элегантности с ноткой ретро-шика. Для его создания выбрали натуральный материал из 100% вискозы, известной своей шелковистой фактурой. Мягкая, легкая и дышащая ткань дарит комфорт на протяжении всего дня. Белоснежный цвет модели с контрастной отделкой черным придает особый шарм и изысканность. Для создания цельного образа топ можно дополнить плиссированной юбкой из такого же материала из нашей коллекции.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/a16/1063_1598_2/6ko90fnqmjwoyt0s6wj46kxn4jm8h3za.JPG,100% вискоза,5S-69WWT-0412-26,Молочный,269776.0,Прилегающая,,,,мужской,,"Название: Топ трикотажный. Описание: Топ из 100% вискозы белого цвета с черной контрастной отделкой. Материал имеет шелковистую фактуру, легкий и дышащий. Модель представлена в белом цвете. Параметры модели: рост 175 см, мерки 88-65-92. Размер на модели: S.. Атрибуты: состав: 100% вискоза; цвет: Молочный; степень облегания: Прилегающая; гендер: мужской.","Топ из 100% вискозы белого цвета с черной контрастной отделкой. Материал имеет шелковистую фактуру, легкий и дышащий. Модель представлена в белом цвете. Параметры модели: рост 175 см, мерки 88-65-92. Размер на модели: S."
https://kanzler-style.ru/product/futbolka-r269750/,Футболка из хлопка с принтом на спине,2 990,4 990,"Стильная белая футболка KANZLER из 100-процентного хлопка классического кроя с круглым вырезом освежит повседневный образ. Модель отлично сочетается с повседневной одеждой. Спереди она украшена небольшой эмблемой со слоганом Aspire to Inspire и привлекающим внимание крупным графичным принтом на спинке. Мягкий качественный трикотаж из чистого хлопка хорошо адаптируется к любому типу фигуры. Дышащие натуральные гипоаллергенные волокна не раздражают даже самую чувствительную кожу и поддерживают оптимальную для тела температуру.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/acf/1063_1598_2/s5k69czn73ugxw6so5itsbt9kt78l8n9.JPG,100% хлопок,5S-78WWT-2321-02,Белый,269750.0,Полуприлегающая,,,,мужской,,"Название: Футболка из хлопка с принтом на спине. Описание: Футболка KANZLER белого цвета. Классический крой, круглый вырез. Состав: 100% хлопок. Спереди небольшая эмблема со слоганом Aspire to Inspire, на спинке крупный графический принт. Мягкий трикотаж, дышащий, гипоаллергенный. Параметры модели: рост 175 см, мерки 88-65-92. На модели размер S.. Атрибуты: состав: 100% хлопок; цвет: Белый; степень облегания: Полуприлегающая; гендер: мужской.","Футболка KANZLER белого цвета. Классический крой, круглый вырез. Состав: 100% хлопок. Спереди небольшая эмблема со слоганом Aspire to Inspire, на спинке крупный графический принт. Мягкий трикотаж, дышащий, гипоаллергенный.

Параметры модели: рост 175 см, мерки 88-65-92. На модели размер S."
https://kanzler-style.ru/product/top-r269752/,Топ из шелка,3 990,7 990,"Белый шелковый топ KANZLER придаст повседневному образу хрупкость и женственность. Изящная соблазнительная модель на тонких бретелях с приталенным кроем и широким V-образным вырезом привлекает внимание к плечам и ключицам. Топ можно надеть в качестве самостоятельного предмета гардероба или дополнить легким жакетом. Передняя часть выполнена из невесомого натурального шелка, который красиво облегает изгибы женской фигуры, спинка — из мягкого модала. Это легкие гипоаллергенные дышащие материалы, которые особенно приятно носить в теплые дни.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/acd/1063_1598_2/taock85lj5v234vugtay0k91vahrr6nh.JPG,"Ткань 1: 100% шелк,
ткань 2: 91% модал,
9% спандекс",5S-C3WWT-2328-02,,269752.0,Полуприлегающая,,,,мужской,,"Название: Топ из шелка. Описание: Топ KANZLER белого цвета. Модель на тонких бретелях с приталенным кроем и широким V-образным вырезом. Передняя часть из натурального шелка, спинка из модала. Материалы легкие, дышащие, гипоаллергенные.. Атрибуты: состав: Ткань 1: 100% шелк, ткань 2: 91% модал, 9% спандекс; степень облегания: Полуприлегающая; гендер: мужской.","Топ KANZLER белого цвета. Модель на тонких бретелях с приталенным кроем и широким V-образным вырезом. Передняя часть из натурального шелка, спинка из модала. Материалы легкие, дышащие, гипоаллергенные."
https://kanzler-style.ru/product/rubashka-r269740/,Рубашка-туника,7 990,14 990,"Длинная рубашка-туника KANZLER небесно-голубого цвета — роскошный и стильный элемент для создания легких современных многослойных городских образов. Модель сочетает черты свободной струящейся туники с боковыми разрезами и строгий рубашечный крой с воротником, рукавами с манжетой, закрытой планкой и накладными карманами с клапаном. Красивая полупрозрачная смесовая ткань напоминает цветной фильтр, который окрашивает, но не скрывает слои одежды. Качественный смесовой материал создан из мягкого дышащего тенсела и прочного износоустойчивого полиэстера.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/cbc/1063_1598_2/ia71u28bujemefs4ttwcievlv8q4wcs1.JPG,"85% тенсел,
15% полиэстер",5S-44WWT-2314-11,Голубой,269740.0,Полуприлегающая,,,,мужской,,"Название: Рубашка-туника. Описание: Женская рубашка-туника KANZLER небесно-голубого цвета. Свободный крой с элементами рубашки: воротник, длинные рукава с манжетами, закрытая планка. Модель с боковыми разрезами и накладными карманами с клапаном. Полупрозрачная ткань из смеси тенсела и полиэстера.. Атрибуты: состав: 85% тенсел, 15% полиэстер; цвет: Голубой; степень облегания: Полуприлегающая; гендер: мужской.","Женская рубашка-туника KANZLER небесно-голубого цвета. Свободный крой с элементами рубашки: воротник, длинные рукава с манжетами, закрытая планка. Модель с боковыми разрезами и накладными карманами с клапаном. Полупрозрачная ткань из смеси тенсела и полиэстера."
https://kanzler-style.ru/product/pidzhak-r269747/,Пиджак из тенсела,6 990,16 990,"Пиджак KANZLER из серого полупрозрачного фактурного тенсела с легким растительным принтом создает флер таинственности, балансируя на грани видимого и скрытого. Это стильная и роскошная вещь для повседневной жизни и вечерних выходов. Слегка приталенный крой и мягкие очертания подчеркивают достоинства женственной фигуры. Красивая фактурная ткань окутывает тело плотной дымчатой вуалью. Смесовый материал сделан из мягкого нежного тенсела, который хорошо пропускает воздух и сохраняет естественное тепло тела, и прочного износоустойчивого полиамида.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/429/1063_1598_2/qb7404qh6diwaujku3tdxyf9obpu209e.JPG,"64% тенсел 36% полиамид,
подкладка: 98% полиэстер 2% спандекс",5S-21WWT-2323-04,Серый,269747.0,Полуприлегающая,Прозрачная ткань,,,мужской,,"Название: Пиджак из тенсела. Описание: Пиджак KANZLER из серого полупрозрачного тенсела с растительным принтом. Слегка приталенный крой. Смесовая ткань: тенсел и полиамид. Воздухопроницаемый, сохраняет тепло тела.. Атрибуты: состав: 64% тенсел 36% полиамид, подкладка: 98% полиэстер 2% спандекс; цвет: Серый; степень облегания: Полуприлегающая; уникальные свойства: Прозрачная ткань; гендер: мужской.","Пиджак KANZLER из серого полупрозрачного тенсела с растительным принтом. Слегка приталенный крой. Смесовая ткань: тенсел и полиамид. Воздухопроницаемый, сохраняет тепло тела."
https://kanzler-style.ru/product/vetrovka_2/,Куртка-тренч короткая,12 990,,"Элегантная куртка-тренч KANZLER молочного оттенка — интересная альтернатива полноразмерному плащу и ветровке, которая освежит повседневный образ. Силуэт и крой спортивной укороченной куртки сочетаются с деталями классического двубортного плаща — воротником, лацканами, эполетами и кокеткой. Модель будет эффектно смотреться с женственными юбками, формальными офисными брюками и джинсами. Это удобный и функциональный вариант для городского стиля. Она сшита из непродуваемого материала, сделанного из легкого прочного полиэстера, который отличается прочностью и долговечностью.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/876/1063_1598_2/nf0n6h96o9uweb2i9c7plc96fi4mp6sa.JPG,"100% полиэстер,
подкладка: 100% полиэстер",5S-16WWT-2313-26,Молочный,269732.0,Полуприлегающая,,,,мужской,,"Название: Куртка-тренч короткая. Описание: Куртка-тренч KANZLER молочного оттенка. Укороченный крой с элементами классического двубортного плаща: воротник, лацканы, эполеты, кокетка. Материал — легкий прочный полиэстер с ветрозащитными свойствами. Подходит для сочетания с юбками, брюками, джинсами. Параметры модели: рост 175, 88-65-92 Размер на модели: S. Атрибуты: состав: 100% полиэстер, подкладка: 100% полиэстер; цвет: Молочный; степень облегания: Полуприлегающая; гендер: мужской.","Куртка-тренч KANZLER молочного оттенка. Укороченный крой с элементами классического двубортного плаща: воротник, лацканы, эполеты, кокетка. Материал — легкий прочный полиэстер с ветрозащитными свойствами. Подходит для сочетания с юбками, брюками, джинсами.

Параметры модели: рост 175, 88-65-92
Размер на модели: S"
https://kanzler-style.ru/product/palto-r269754/,Пальто из смесовой шерсти,19 990,,"Короткое пальто KANZLER нейтрального оттенка greige (от англ. grey — серый и beige — бежевый) без подкладки — самодостаточная минималистичная модель, которая создана, чтобы в прохладные дни и межсезонье добраться из пункта А в пункт B с шиком и комфортом. В соответствии с принципом «less is more» («меньше — значит больше») она привлекает к себе много внимания. Лаконичные детали — воротник-стойка, крупные пуговицы и накладные карманы — гармонично сочетаются со строгим силуэтом и изящным кроем. Качественная ткань из смесовой шерсти прекрасно держит форму. Натуральные волокна шерсти сохраняют естественное тепло тела. Прочность и износоустойчивость материалу придают нейлон и вискоза.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/9b7/1063_1598_2/3bs7clear01fo5api41npuuoz13okvdw.JPG,"50% шерсть,
30% нейлон,
20% вискоза",5S-81WWT-0901-25,Коричневый,269754.0,Полуприлегающая,,,,мужской,,"Название: Пальто из смесовой шерсти. Описание: Короткое пальто KANZLER нейтрального оттенка greige (серо-бежевый) без подкладки. Модель с воротником-стойкой, крупными пуговицами и накладными карманами. Строгий силуэт, прилегающий крой. Ткань из смесовой шерсти с добавлением нейлона и вискозы для прочности и износостойкости. Сохраняет тепло и держит форму. Параметры модели: рост 175, 88-65-92 Размер на модели: S. Атрибуты: состав: 50% шерсть, 30% нейлон, 20% вискоза; цвет: Коричневый; степень облегания: Полуприлегающая; гендер: мужской.","Короткое пальто KANZLER нейтрального оттенка greige (серо-бежевый) без подкладки. Модель с воротником-стойкой, крупными пуговицами и накладными карманами. Строгий силуэт, прилегающий крой. Ткань из смесовой шерсти с добавлением нейлона и вискозы для прочности и износостойкости. Сохраняет тепло и держит форму.

Параметры модели: рост 175, 88-65-92
Размер на модели: S"
https://kanzler-style.ru/product/futbolka-s-vorotom-polo-r269768/,Черное поло из хлопка,3 990,5 990,"Изысканное поло KANZLER из 100% хлопка – универсальный выбор для классических и неформальных образов. Элегантный черный цвет и минималистичный крой создают идеальную базу для самых разнообразных сочетаний с брюками, юбками или шортами. V-образный вырез и крой без рукавов подчеркивают линию шеи и плеч. Нежный материал из натуральных волокон хлопка дарит коже комфорт в течение всего дня, обеспечивая воздухопроницаемость и приятные тактильные ощущения. Модель устойчива к износу, легка в уходе и сохраняет форму и цвет надолго.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/d8d/1063_1598_2/b93spw39o9zgefike2p250od74nv5ypy.JPG,100% хлопок,5S-60WWT-0404-07,Черный,269768.0,Прилегающая,,,,мужской,,"Название: Черное поло из хлопка. Описание: Поло KANZLER из 100% хлопка. Черный цвет. Безрукавный крой с V-образным вырезом. Материал воздухопроницаемый, износостойкий, сохраняет форму и цвет. Подходит для комбинации с брюками, юбками, шортами. Параметры модели: рост 175, 88-65-92 Размер на модели: S. Атрибуты: состав: 100% хлопок; цвет: Черный; степень облегания: Прилегающая; гендер: мужской.","Поло KANZLER из 100% хлопка. Черный цвет. Безрукавный крой с V-образным вырезом. Материал воздухопроницаемый, износостойкий, сохраняет форму и цвет. Подходит для комбинации с брюками, юбками, шортами.

Параметры модели: рост 175, 88-65-92
Размер на модели: S"
https://kanzler-style.ru/product/yubka-r269746/,Юбка-макси,4 990,9 990,"Длинная бежевая юбка KANZLER — беспроигрышный вариант для создания легких женственных образов в романтическом и богемном стилях. Соблазнительность модели придает разрез сбоку, красиво приоткрывающий колено. Модель длины макси достаточно универсальна и хорошо сочетается как с облегающим, так и объемным верхом. Хорошую посадку обеспечивает пояс с вшитой сзади резинкой. Легкая гладкая ткань из полиэстера с ненавязчивым принтом красиво драпируется на теле. Это прочный технологичный материал, который практически не мнется и не требует особого ухода.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/1f7/1063_1598_2/zsyntvq6odn5m33d18ka8cf7bab01p4i.JPG,100% полиэстер,5S-SKWWT-2321-21,Бежевый,269746.0,Полуприлегающая,,,,мужской,,"Название: Юбка-макси. Описание: Женская юбка KANZLER длиной макси. Цвет: бежевый. Силуэт прямой, с боковым разрезом. Пояс с вшитой резинкой сзади. Материал: полиэстер с принтом, гладкий, легкий, устойчивый к сминанию. Уход простой. Параметры модели: рост 175 см, объемы 88-65-92. На модели размер S.. Атрибуты: состав: 100% полиэстер; цвет: Бежевый; степень облегания: Полуприлегающая; гендер: мужской.","Женская юбка KANZLER длиной макси. Цвет: бежевый. Силуэт прямой, с боковым разрезом. Пояс с вшитой резинкой сзади. Материал: полиэстер с принтом, гладкий, легкий, устойчивый к сминанию. Уход простой.

Параметры модели: рост 175 см, объемы 88-65-92. На модели размер S."
https://kanzler-style.ru/product/bryuki-sportivnye-r269737/,Брюки спортивные атласные с лампасами,6 990,10 990,"Атласные спортивные брюки KANZLER шоколадного оттенка с лампасами — стильная универсальная вещь, которую удобно носить в повседневной жизни — ходить в модные кофейни, посещать фестивали, гулять по городу и просто быть на улице. Спортивный свободный крой не сковывает движений. Кулиска на поясе позволяет регулировать объем талии. Гладкий струящийся материал драпируется на теле красивыми мягкими складками. Легкие прочные волокна полиэстера не деформируются со временем и отличаются износоустойчивостью.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/6e7/1063_1598_2/yp5iwi20temwcp6oe5ob9dargrhcvkb4.JPG,"100% полиэстер,
подкладка кармана: 90% полиэстер,
10% спандекс",5S-36WWT-2320-23,Коричневый,269737.0,Свободная,,,,мужской,,"Название: Брюки спортивные атласные с лампасами. Описание: Спортивные брюки KANZLER. Цвет: шоколадный с лампасами. Материал: атласный полиэстер, гладкий, струящийся. Свободный крой спортивного силуэта. Пояс с кулиской для регулировки объема. Материал драпируется мягкими складками, не деформируется при носке, износостойкий. Параметры модели: рост 175, 88-65-92 Размер на модели: S. Атрибуты: состав: 100% полиэстер, подкладка кармана: 90% полиэстер, 10% спандекс; цвет: Коричневый; степень облегания: Свободная; гендер: мужской.","Спортивные брюки KANZLER. Цвет: шоколадный с лампасами. Материал: атласный полиэстер, гладкий, струящийся. Свободный крой спортивного силуэта. Пояс с кулиской для регулировки объема. Материал драпируется мягкими складками, не деформируется при носке, износостойкий.

Параметры модели: рост 175, 88-65-92
Размер на модели: S"
https://kanzler-style.ru/product/dzhinsy-r269739/,Голубые джинсы comfort fit,8 990,,"Расклешенные от бедра светло-голубые джинсы KANZLER привлекают внимание расслабленным силуэтом и двойным поясом. Их можно надевать с лаконичным верхом и использовать для создания многослойного аутфита. За счет облегания бедер и широких штанин (wide-leg) модель смотрится очень женственно. Современный крой сочетается с традиционными деталями – пятью карманами и оранжевыми строчками. Карман для мелочи украшен фирменной вышивкой. Мягкий деним сделан из чистого хлопка. Натуральные гипоаллергенные волокна не раздражают даже очень чувствительную кожу и поддерживают приятную для тела температуру в любую погоду.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/77e/1063_1598_2/gdka1bab7f985q92bgguqfhr5cd25m2w.JPG,"100% хлопок,
подкладка кармана: 65% полиэстер 35% хлопок",5S-82WWD-2327-12,Голубой,269739.0,,,,Comfort fit,мужской,,"Название: Голубые джинсы comfort fit. Описание: Джинсы KANZLER светло-голубые расклешенные от бедра. Крой: облегающий в бедрах, широкие штанины (wide-leg). Детали: пять карманов, включая карман для мелочи с фирменной вышивкой, двойной пояс, оранжевая строчка. Материал: мягкий деним из 100% хлопка.. Атрибуты: состав: 100% хлопок, подкладка кармана: 65% полиэстер 35% хлопок; цвет: Голубой; силуэт: Comfort fit; гендер: мужской.","Джинсы KANZLER светло-голубые расклешенные от бедра. Крой: облегающий в бедрах, широкие штанины (wide-leg). Детали: пять карманов, включая карман для мелочи с фирменной вышивкой, двойной пояс, оранжевая строчка. Материал: мягкий деним из 100% хлопка."
https://kanzler-style.ru/product/futbolka-s-vorotom-polo-r269767/,Бежевое поло из хлопка,3 990,5 990,"Поло из 100% хлопка призвано подчеркнуть вашу индивидуальность и добавить в образ легкости. Нежный серо-бежевый цвет встраивается в любой гардероб, открывая множество возможностей для стилизации. Материал из 100% натурального хлопка отличается мягкостью, воздухопроницаемостью и долговечностью. Его гипоаллергенные волокна подходят даже самой чувствительной коже. Крой без рукавов и V-образный вырез с отложным воротником добавляют изысканности и подчеркивают линию шеи и плеч. Легкая и изящная модель подходит для офиса, городской прогулки или свидания. Комбинируйте топ с различными элементами гардероба — брюками, юбками или шортами — и создавайте уникальные образы на каждый день.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/903/1063_1598_2/7vz31wkjkhzp0p33t52pigagarauxzch.JPG,100% хлопок,5S-60WWT-0404-21,Бежевый,269767.0,Прилегающая,,,,мужской,,"Название: Бежевое поло из хлопка. Описание: Женский топ-поло без рукавов из 100% хлопка. Цвет: серо-бежевый. Материал: воздухопроницаемый, гипоаллергенный хлопок. Конструкция: V-образный вырез с отложным воротником, крой без рукавов. Универсальный силуэт для комбинации с брюками, юбками, шортами. Параметры модели: рост 175, 88-65-92. Размер на модели: S.. Атрибуты: состав: 100% хлопок; цвет: Бежевый; степень облегания: Прилегающая; гендер: мужской.","Женский топ-поло без рукавов из 100% хлопка. Цвет: серо-бежевый. Материал: воздухопроницаемый, гипоаллергенный хлопок. Конструкция: V-образный вырез с отложным воротником, крой без рукавов. Универсальный силуэт для комбинации с брюками, юбками, шортами. Параметры модели: рост 175, 88-65-92. Размер на модели: S."
https://kanzler-style.ru/product/kardigan-r269749/,Голубой кардиган-бомбер с вышивкой,7 990,14 990,"Дизайнеры интерпретировали традиционный бомбер и создали легкий кардиган KANZLER на молнии из полупрозрачного тенсела с вышивкой. Получилась нарядная вещь для теплых дней, которую можно надевать на летние вечеринки и носить в повседневной жизни. Тонкие белые полоски на трикотажных резинках подчеркивают спортивный характер изделия. Контурная цветочная вышивка на полупрозрачной ткани добавляет модели женственности и изысканности. Качественная смесовая ткань хорошо держит форму, не мнется и сохраняет приятную для тела температуру. Она состоит из мягкого дышащего тенсела и прочного износоустойчивого полиэстера.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/da6/1063_1598_2/ni36lmqpdmpiewswh8y3i1tkcf0i4n5a.JPG,"85% тенсел,
15% полиэстер",5S-79WWT-2325-12,Голубой,269749.0,,,,,мужской,,"Название: Голубой кардиган-бомбер с вышивкой. Описание: Кардиган KANZLER на молнии из полупрозрачного тенсела с добавлением полиэстера. Контурная цветочная вышивка по ткани. Трикотажные резинки с тонкими белыми полосками по низу и манжетам. Прямой крой, длина до бедер. Состав: тенсел, полиэстер. Ткань держит форму, не мнется, сохраняет температуру.. Атрибуты: состав: 85% тенсел, 15% полиэстер; цвет: Голубой; гендер: мужской.","Кардиган KANZLER на молнии из полупрозрачного тенсела с добавлением полиэстера. Контурная цветочная вышивка по ткани. Трикотажные резинки с тонкими белыми полосками по низу и манжетам. Прямой крой, длина до бедер. Состав: тенсел, полиэстер. Ткань держит форму, не мнется, сохраняет температуру."
https://kanzler-style.ru/product/kurtka-r269720/,Бомбер изо льна,9 990,24 990,"Бомбер из 100% льна в нежном пудровом оттенке - воплощение концепции quiet luxury. Для его создания дизайнеры выбрали благородный материал премиального качества - натуральный лен. Его прочные дышащие волокна обладают способностью обеспечивать идеальный микроклимат: ткань сохраняет тепло тела в прохладную погоду и приятно охлаждает кожу в жаркий день. Классический крой бомбера с застёжкой на молнию позволяет создавать множество стилистических сочетаний, делая модель инвестицией в весенне-летний гардероб. Эластичные манжеты на рукавах и вдоль низа обеспечивают комфортную посадку и защищают от задувания ветра. Элегантная модель с легкостью встроится как в casual и sport casual образы, так и дополнит вечерний наряд. Для создания total look модель можно дополнить льняными брюками или юбкой из нашей коллекции.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/118/1063_1598_2/3o1eosn3t7pam3io9td7su81y9kej5us.JPG,100% лен,5S-26WWT-2301-82,Розовый,269720.0,Свободная,Лен в составе,,,мужской,,"Название: Бомбер изо льна. Описание: Бомбер из 100% льна в пудровом цвете. Классический крой с застежкой на молнию. Эластичные манжеты на рукавах и по низу. Материал - натуральный лен с терморегулирующими свойствами. Подходит для casual, sport casual и вечерних образов. Параметры модели: рост 175, 88-65-92 Размер на модели: S. Атрибуты: состав: 100% лен; цвет: Розовый; степень облегания: Свободная; уникальные свойства: Лен в составе; гендер: мужской.","Бомбер из 100% льна в пудровом цвете. Классический крой с застежкой на молнию. Эластичные манжеты на рукавах и по низу. Материал - натуральный лен с терморегулирующими свойствами. Подходит для casual, sport casual и вечерних образов.

Параметры модели: рост 175, 88-65-92
Размер на модели: S"
https://kanzler-style.ru/product/plate-r269727/,Платье-миди с узором,8 990,14 990,"Изысканное черное платье-миди KANZLER с крупным графичным контрастным узором будет стильно смотреться летом в городе и на курорте. В прохладные дни его можно дополнить с жакетом, джинсовой курткой или тренчем. Подчеркивающий изгибы женской фигуры крой с небольшими аккуратными вырезами по бокам (cutout) выглядит чувственно, но деликатно. Поэтому такое платье никого не смутит на планерке, а на вечеринке оно соберет множество комплиментов. Качественная современная ткань устойчива к загрязнениям и практически не мнется. Легкий смесовой материал сделан из дышащей вискозы и прочного полиамида.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/d5e/1063_1598_2/vl72abkucktfwmvs2hjkdc6ldlrzoou6.JPG,"80% вискоза,
20% полиамид,
подкладка: 100% вискоза",5S-DRWWT-2308-07,Черный,269727.0,Прилегающая,,,,мужской,,"Название: Платье-миди с узором. Описание: Платье-миди KANZLER черного цвета с крупным контрастным узором. Прилегающий крой с боковыми вырезами. Состав: вискоза, полиамид. Свойства: дышащее, устойчивое к загрязнениям, практически не мнется.. Атрибуты: состав: 80% вискоза, 20% полиамид, подкладка: 100% вискоза; цвет: Черный; степень облегания: Прилегающая; гендер: мужской.","Платье-миди KANZLER черного цвета с крупным контрастным узором. Прилегающий крой с боковыми вырезами. Состав: вискоза, полиамид. Свойства: дышащее, устойчивое к загрязнениям, практически не мнется."
https://kanzler-style.ru/product/pidzhak-r269733/,Пиджак из алькантары,16 990,,"Мягкий коричневый пиджак KANZLER из алькантары — удобный и элегантный вариант верхней одежды для прохладных дней. Удлиненную модель свободного кроя с прорезными карманами украшают большие роговые пуговицы и небольшой круглый фирменный шильд сзади. Спинка выкроена из трех частей и имеет шлицу для удобства движения. Алькантара — приятная мягкая бархатистая ткань, которая отличается долговечностью, практичностью в уходе и устойчивостью к любым погодным условиям. Волокна материала пропускают воздух и поддерживают оптимальную для тела температуру.

Параметры модели: рост 175, 88-65-92
Размер на модели: S",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/dd9/1063_1598_2/xesbz801vkt60i9rkykxp45ykhl915q5.JPG,"90% полиэстер,
10% спандекс,
подкладка: 100% полиэстер",5S-81WWT-2332-23,Коричневый,269733.0,Полуприлегающая,Алькантара,,,мужской,,"Название: Пиджак из алькантары. Описание: Пиджак KANZLER коричневый из алькантары. Удлиненная модель свободного кроя с прорезными карманами, большими роговыми пуговицами и круглым фирменным шильдом на спинке. Трехшовная спинка со шлицей. Ткань воздухопроницаемая, устойчивая к погодным условиям. На модели рост 175, параметры 88-65-92, размер S.. Атрибуты: состав: 90% полиэстер, 10% спандекс, подкладка: 100% полиэстер; цвет: Коричневый; степень облегания: Полуприлегающая; уникальные свойства: Алькантара; гендер: мужской.","Пиджак KANZLER коричневый из алькантары. Удлиненная модель свободного кроя с прорезными карманами, большими роговыми пуговицами и круглым фирменным шильдом на спинке. Трехшовная спинка со шлицей. Ткань воздухопроницаемая, устойчивая к погодным условиям. На модели рост 175, параметры 88-65-92, размер S."
