title,price,old_price,url,description,brand,price_num,old_price_num,doc_text,len_text
NIKE AIR JORDAN 1 RETRO LOW OG SP TRAVIS SCOTT VELVET BROWN,65 990,от 87 990 ₽,https://nikitaefremov.ru/catalog/shoes/nike_air_jordan_1_retro_low_og_sp_travis_scott_velvet_brown/,"Nike Air Jordan 1 Retro Low OG SP Travis Scott Velvet Brown - это стильная коллаборация с Трэвисом Скоттом, выпущенная 21 декабря 2024 года. Кроссовки в темно-моcha, черном и бархатно-коричневом цветах сочетают грубоватый и роскошный вид. Уникальный логотип Cactus Jack и обратный Swoosh выделяют их среди других моделей. Премиальные материалы и тщательная проработка деталей гарантируют комфорт и универсальность в сочетании с любым образом.","NIKE, INC.",65990.0,87990.0,"NIKE AIR JORDAN 1 RETRO LOW OG SP TRAVIS SCOTT VELVET BROWN Nike Air Jordan 1 Retro Low OG SP Travis Scott Velvet Brown - это стильная коллаборация с Трэвисом Скоттом, выпущенная 21 декабря 2024 года. Кроссовки в темно-моcha, черном и бархатно-коричневом цветах сочетают грубоватый и роскошный вид. Уникальный логотип Cactus Jack и обратный Swoosh выделяют их среди других моделей. Премиальные материалы и тщательная проработка деталей гарантируют комфорт и универсальность в сочетании с любым образом.",502
NIKE AIR JORDAN 1 RETRO LOW OG SP TRAVIS SCOTT MEDIUM OLIVE,89 990,от 109 190 ₽,https://nikitaefremov.ru/catalog/shoes/nike_air_jordan_1_retro_low_og_sp_travis_scott_medium_olive/,"Откройте для себя уникальную модель кроссовок, которая объединяет классический дизайн и современные акценты — Nike Air Jordan 1 Retro Low OG SP ""Travis Scott Medium Olive"". Эта лимитированная версия создана в сотрудничестве с рэпером Трэвисом Скоттом и привнесет в ваш гардероб непревзойденный стиль и комфорт.","NIKE, INC.",89990.0,109190.0,"NIKE AIR JORDAN 1 RETRO LOW OG SP TRAVIS SCOTT MEDIUM OLIVE Откройте для себя уникальную модель кроссовок, которая объединяет классический дизайн и современные акценты — Nike Air Jordan 1 Retro Low OG SP ""Travis Scott Medium Olive"". Эта лимитированная версия создана в сотрудничестве с рэпером Трэвисом Скоттом и привнесет в ваш гардероб непревзойденный стиль и комфорт.",370
NIKE SB DUNK LOW TRAVIS SCOTT,от 231 990 ₽,,https://nikitaefremov.ru/catalog/shoes/nike_sb_dunk_low_travis_scott/,"Nike SB Dunk Low Travis Scott — легендарная модель Nike SB Dunk Low в новом дизайне, разработанная в новой коллаборации с Трэвисом Скоттом. Основа кроссовок из высококачественной замши в бежевом цвете с серыми накладками с принтом слоновой кости. Черный кожаный Swoosh на боковых панелях, брендинг Nike SB на заднике и Cactus Jack на нейлоновом язычке. Подошва с амортизацией завершает дизайн. Релиз состоялся в апреле 2020 года.","NIKE, INC.",231990.0,,"NIKE SB DUNK LOW TRAVIS SCOTT Nike SB Dunk Low Travis Scott — легендарная модель Nike SB Dunk Low в новом дизайне, разработанная в новой коллаборации с Трэвисом Скоттом. Основа кроссовок из высококачественной замши в бежевом цвете с серыми накладками с принтом слоновой кости. Черный кожаный Swoosh на боковых панелях, брендинг Nike SB на заднике и Cactus Jack на нейлоновом язычке. Подошва с амортизацией завершает дизайн. Релиз состоялся в апреле 2020 года.",459
THE NORTH FACE GLENCLYFFE LOW VIBRAM TNF BLACK,от 17 290 ₽,,https://nikitaefremov.ru/catalog/shoes/the_north_face_glenclyffe_low_vibram_tnf_black/,"The North Face Glenclyffe Low Vibram в цвете TNF Black — это стильная и функциональная обувь, предназначенная для активного отдыха и повседневного использования. Вот несколько ключевых характеристик и особенностей этой модели: Комфорт и поддержка, Подошва Vibram, Качественные материалы",THE NORTH FACE,17290.0,,"THE NORTH FACE GLENCLYFFE LOW VIBRAM TNF BLACK The North Face Glenclyffe Low Vibram в цвете TNF Black — это стильная и функциональная обувь, предназначенная для активного отдыха и повседневного использования. Вот несколько ключевых характеристик и особенностей этой модели: Комфорт и поддержка, Подошва Vibram, Качественные материалы",333
NIKE AIR FORCE 1 LOW X SUPREME WHITE,от 36 690 ₽,,https://nikitaefremov.ru/catalog/shoes/nike_air_force_1_low_x_supreme_white/,Supreme x Air Force 1 Low были выпущены в марте 2020 года как часть весенне-летней коллекции Supreme. Основа пары из натуральной кожи белого цвета. Контрастный логотип Supreme Red Box на боковой пятке. Специальная стелька и дополнительный набор шнурков подчеркивают фирменный стиль. Подошва с амортизацией в тон модели завершает дизайн.,"NIKE, INC.",36690.0,,NIKE AIR FORCE 1 LOW X SUPREME WHITE Supreme x Air Force 1 Low были выпущены в марте 2020 года как часть весенне-летней коллекции Supreme. Основа пары из натуральной кожи белого цвета. Контрастный логотип Supreme Red Box на боковой пятке. Специальная стелька и дополнительный набор шнурков подчеркивают фирменный стиль. Подошва с амортизацией в тон модели завершает дизайн.,373
NIKE AIR FORCE 1 LOW '07 FRESH WHITE,от 20 990 ₽,,https://nikitaefremov.ru/catalog/shoes/nike_air_force_1_low_07_fresh_white/,,"NIKE, INC.",20990.0,,NIKE AIR FORCE 1 LOW '07 FRESH WHITE,36
ADIDAS SAMBA OG CLOUD WHITE CORE BLACK,от 19 890 ₽,,https://nikitaefremov.ru/catalog/shoes/adidas_samba_og_cloud_white_core_black/,"Adidas Samba OG Cloud White Core Black - кроссовки, ставшие иконой благодаря своему уникальному дизайну и высококачественным материалам, что делает их отличным выбором для повседневной носки и активного образа жизни.Элегантное сочетание белого и черного цветов вносят в ваш гардероб нотки ретро-стиля, подходящие как для спортивного, так и для повседневного образа.Мягкий верх из натуральной кожи и текстильный подклад обеспечивают отличную посадку и комфорт, а амортизирующая подошва гарантирует мягкость при каждом шаге.Прочная резиновая подошва с характерным рифлением обеспечивает надежное сцепление и долговечность, что делает Samba идеальным выбором для различных условий.Adidas Samba – это одна из самых популярных моделей adidas, обладающая историей, которая насчитывает десятилетия и носится поклонниками стиля по всему миру.Adidas Samba OG легко сочетать с различными нарядами: от джинсов и шорт до спортивных костюмов и классических пижам. Эти кроссовки подходят для любого случая.",ADIDAS,19890.0,,"ADIDAS SAMBA OG CLOUD WHITE CORE BLACK Adidas Samba OG Cloud White Core Black - кроссовки, ставшие иконой благодаря своему уникальному дизайну и высококачественным материалам, что делает их отличным выбором для повседневной носки и активного образа жизни.Элегантное сочетание белого и черного цветов вносят в ваш гардероб нотки ретро-стиля, подходящие как для спортивного, так и для повседневного образа.Мягкий верх из натуральной кожи и текстильный подклад обеспечивают отличную посадку и комфорт, а амортизирующая подошва гарантирует мягкость при каждом шаге.Прочная резиновая подошва с характерным рифлением обеспечивает надежное сцепление и долговечность, что делает Samba идеальным выбором для различных условий.Adidas Samba – это одна из самых популярных моделей adidas, обладающая историей, которая насчитывает десятилетия и носится поклонниками стиля по всему миру.Adidas Samba OG легко сочетать с различными нарядами: от джинсов и шорт до спортивных костюмов и классических пижам. Эти кроссовки подходят для любого случая.",1031
NIKE AIR JORDAN 1 RETRO LOW OG SP TRAVIS SCOTT,249 990,от 325 490 ₽,https://nikitaefremov.ru/catalog/shoes/nike_air_jordan_1_retro_low_og_sp_travis_scott/,"Nike Air Jordan 1 Retro Low OG SP Travis Scott — легендарная модель Air Jordan 1 Low в коллаборации с американским рэпером Трэвисом Скоттом. Основа кроссовок из высококачественной замши в темно-коричневом оттенке с накладками из белой кожи. Главной особенностью дизайнов с участием Трэвиса Скотта является Swoosh в зеркальной ориентации. Эмблема «Wings» на заднике, вышивка «Nike Air» на нейлоновом язычке в акцентном красном цвете. Желтоватая подошва с амортизацией завершает дизайн. Релиз состоялся в июле 2022 года.","NIKE, INC.",249990.0,325490.0,"NIKE AIR JORDAN 1 RETRO LOW OG SP TRAVIS SCOTT Nike Air Jordan 1 Retro Low OG SP Travis Scott — легендарная модель Air Jordan 1 Low в коллаборации с американским рэпером Трэвисом Скоттом. Основа кроссовок из высококачественной замши в темно-коричневом оттенке с накладками из белой кожи. Главной особенностью дизайнов с участием Трэвиса Скотта является Swoosh в зеркальной ориентации. Эмблема «Wings» на заднике, вышивка «Nike Air» на нейлоновом язычке в акцентном красном цвете. Желтоватая подошва с амортизацией завершает дизайн. Релиз состоялся в июле 2022 года.",565
NEW BALANCE 1906R WHITE GREEN CREAM,от 18 990 ₽,,https://nikitaefremov.ru/catalog/shoes/new_balance_1906r_white_green_cream/,"New Balance 1906R в стильной цветовой гамме White Green Cream – это не просто кроссовки, а настоящее воплощение современных технологий и элегантного дизайна. Эти кроссовки идеально подойдут для активного образа жизни, обеспечивая надежную поддержку и комфорт в каждом шаге. Модель оснащена системой амортизации ABZORB, которая эффективно поглощает ударные нагрузки и создает мягкость при ходьбе и беге. Это позволяет вам оставаться энергичным на протяжении всего дня. Кроссовки оборудованы дополнительно технологией N-ERGY, которая улучшает возврат энергии и гарантирует максимальный комфорт. Вы почувствуете легкость и подвижность на каждом шаге. Верхняя часть изготовлена из легких и дышащих материалов, что обеспечивает отличную вентиляцию и скрывает излишнюю влагу, сохраняя ваши ноги в прохладе независимо от активности. Прочная резиновая подошва с протектором обеспечивает отличное сцепление и долговечность, позволяя вам уверенно передвигаться по различным поверхностям.",NEW BALANCE,18990.0,,"NEW BALANCE 1906R WHITE GREEN CREAM New Balance 1906R в стильной цветовой гамме White Green Cream – это не просто кроссовки, а настоящее воплощение современных технологий и элегантного дизайна. Эти кроссовки идеально подойдут для активного образа жизни, обеспечивая надежную поддержку и комфорт в каждом шаге. Модель оснащена системой амортизации ABZORB, которая эффективно поглощает ударные нагрузки и создает мягкость при ходьбе и беге. Это позволяет вам оставаться энергичным на протяжении всего дня. Кроссовки оборудованы дополнительно технологией N-ERGY, которая улучшает возврат энергии и гарантирует максимальный комфорт. Вы почувствуете легкость и подвижность на каждом шаге. Верхняя часть изготовлена из легких и дышащих материалов, что обеспечивает отличную вентиляцию и скрывает излишнюю влагу, сохраняя ваши ноги в прохладе независимо от активности. Прочная резиновая подошва с протектором обеспечивает отличное сцепление и долговечность, позволяя вам уверенно передвигаться по различным поверхностям.",1013
NIKE SB DUNK LOW MUMMY,от 83 990 ₽,,https://nikitaefremov.ru/catalog/shoes/nike_sb_dunk_low_mummy/,,"NIKE, INC.",83990.0,,NIKE SB DUNK LOW MUMMY,22
NIKE AIR JORDAN 1 LOW INSIDE OUT CEMENT GREY,от 19 190 ₽,,https://nikitaefremov.ru/catalog/shoes/nike_air_jordan_1_low_inside_out_cement_grey/,"Nike Air Jordan 1 Low Inside Out Cement Grey - стильные кроссовки, которые объединяют в себе элементы классического дизайна и современные тренды. Эта модель идеально подходит для тех, кто ценит комфорт и уникальность в каждом шаге.Уникальная конструкция с эффектом ""внутри-наружу"" в сочетании с серыми и цементными оттенками создает оригинальный и запоминающийся образ, который выделит вас из толпы.Изготовленные из высококачественных материалов, эти кроссовки обеспечивают отличную поддержку и комфорт, позволяя вам уверенно двигаться в течение всего дня.Nike Air Jordan 1 Low Inside Out Cement Grey идеально подходят как для повседневной носки, так и для создания стильных образов, добавляя вашему стилю нотку креативности и индивидуальности.","NIKE, INC.",19190.0,,"NIKE AIR JORDAN 1 LOW INSIDE OUT CEMENT GREY Nike Air Jordan 1 Low Inside Out Cement Grey - стильные кроссовки, которые объединяют в себе элементы классического дизайна и современные тренды. Эта модель идеально подходит для тех, кто ценит комфорт и уникальность в каждом шаге.Уникальная конструкция с эффектом ""внутри-наружу"" в сочетании с серыми и цементными оттенками создает оригинальный и запоминающийся образ, который выделит вас из толпы.Изготовленные из высококачественных материалов, эти кроссовки обеспечивают отличную поддержку и комфорт, позволяя вам уверенно двигаться в течение всего дня.Nike Air Jordan 1 Low Inside Out Cement Grey идеально подходят как для повседневной носки, так и для создания стильных образов, добавляя вашему стилю нотку креативности и индивидуальности.",789
NIKE AIR FORCE 1 LOW '07 WHITE,14 990,от 19 890 ₽,https://nikitaefremov.ru/catalog/shoes/nike_air_force_1_low_07_white/,"Современная версия легендарной модели, история которой началась в 1982 году. Кроссовки приобрели популярность благодаря завышенной пятке и технологии амортизации, для которой используется гибкая подошва с воздушной прослойкой. Внешняя часть пары выполнена из натуральной кожи с перфорацией для вентилирования. Классический белый цвет, фирменная вышивка на задниках и металлическая шильда на шнурках.","NIKE, INC.",14990.0,19890.0,"NIKE AIR FORCE 1 LOW '07 WHITE Современная версия легендарной модели, история которой началась в 1982 году. Кроссовки приобрели популярность благодаря завышенной пятке и технологии амортизации, для которой используется гибкая подошва с воздушной прослойкой. Внешняя часть пары выполнена из натуральной кожи с перфорацией для вентилирования. Классический белый цвет, фирменная вышивка на задниках и металлическая шильда на шнурках.",430
